"id_palabra","Palabra","id_cronista","id_texto","cita","pagina"
41001,"[A]pos",4,"T40001","E yo me acuerdo, estando en el <i>Cuzco</i> el año pasado de mill y quinientos y çinquenta por el mes de agosto, despuEs de aver cojido sus sementeras, entrar los yndios con sus mugeres por la çibdad con gran ruydo, trayendo los arados en las manos y algunas <i>papas</i> y <i>mayz</i> y hazer su fiesta en solamente cantar y dezir quanto en lo pasado solian festejar sus cosechas. Porque no consienten los o las <b>[a]pos</b> y çaçerdotes questas fiestas jentilicas se hagan en publico, como solian, ni en secreto los consinterian, si lo supiesen; pero como aya tantos millares de yndios sin se aver buelto cristianos, de creer es que, en donde no los bean, haran lo que se les antojare.",93
41002,"Abancay",4,"T40002","Estando las cosas del Cuzco desta manera, los <i>chancas</i> -como atras conte- avian vençido a los <i>quichuas</i> y ocupado la mayor parte de la <i>provinçia</i> de <i>Andavaylas</i> ; y como estuviesen vitoriosos, oyendo lo que se dezia de la grandeza del <i>Cuzco</i> e su riqueza e la magestad de los <i>Yngas</i> , desearon de no estarse encojidos ni dexar de pasar adelante, ganando con las armas todo lo a ellos posible. Y luego hizieron grandes plegarias a sus dioses o demonios y dexando en <i>Andavaylas</i> , ques la que los españoles llaman <i>Andaguaylas</i> , questa encomendada a Diego Maldonado el rico, jente bastante para la defensa della, y con la que estava junta para la guerra, salio <i>Hastu Guaraca</i> y un hermano suyo muy vatiente, llamado <i>Oma Guaraca</i> , y partieron de su <i>provinçia</i> con muy gran sobervia camino del <i>Cuzco</i> , y anduvieron hasta llegar a <i>Curanba</i> , donde asentaron su real y hizieron gran daño en los naturales de la comarca. Mas como en aquellos tienpos muchos de los pueblos estuviesen en los altos y <i>collados</i> de las sierras, con grandes sercas, que llaman <i>‘pucaraes’</i> , no se podia hazer muchas muertes ni querian cativos ni mas que robar los canpos. Y salieron de <i>Curanba</i> y fueron al aposento de <i>Cochacaxa</i> y al rio de <b>Abancay</b> destruyendo todo lo que hallavan; y asi se açercaron al <i>Cuzco</i> , adonde ya avia ydo la nueva de los enemigos que venian contra la çibdad...",130
41003,"Açángaro",4,"T40003","[Y como se hobiesen holgado los] dias que le pareçio a <i>Ynga Yupangue</i> , les hablo; como queria que fuesen a los <i>Guancas</i> y a los <i>Yayos</i> e sus vezinos a procurar de los traer en su amistad y serviçio sin guerra, y quando no, que dandosela, se diesen malla de los vençer y forçar que lo hiziesen. Respondieron todos que harian lo que mandava con gran boluntad. Fueron señalados capitanes de cada naçion y sobre todos fuepor general <i>Lloque Yupangue</i> y con el, para consejo, <i>Copa Yupangue</i> ; y avisandoles de lo que avian de hazer, salieron del <i>Cuzco</i> y caminaron hasta la <i>provinçia</i> de <i>Andaguailas</i> , adonde fueron bien reçibidos por los <i>chancas</i> ; y salio con ellos un capitan, llamado <i>Anco Allo</i> , con copia de jente de aquella tierra para servir en la guerra del <i>Ynga</i>. De <i>Andaguaylas</i> fueron a <i>Vilcas</i> , adonde se estavan los aposentos y tenplo del Sol que<i> Ynga Yupangue</i> avia mandado hazer, y hablaron con todo amor a los que entendian en aquellas hobras. De <i>Vilcas</i> fueron por los pueblos de <i>Guamanga</i> , <b>Açángaro</b> , <i>Parcos</i> , <i>Picoy</i> , <i>Acos</i> y otros, los quales ya avian dado la obedençia al <i>Ynga</i> y proveian de bastimentos y de lo que mas tenian en sus pueblos y hazian el camino real que les hera mandado grande y muy ancho.",143
41003,"Açángaro",4,"T40004","<i>Ynga Yupangue</i> tuvo gran notiçia que pasadas algunas jornadas, a la parte de Levante avia gran tierra y muy poblada. Con esta nueva, codiçioso de descubrirla, paso adelante; mas siendo avisado como en el <i>Cuzco</i> avia çusedido çierto alvoroto, aviendo ya allegado a un pueblo que llaman <i>Marcapata</i>, rebolvio con prieça grande al <i>Cuzco</i>, donde estuvo algunos dias. Pasado esto, dizen los yndios que, como la <i>provinçia</i> de <i>Collao</i> sea tan grande y en ella oviese en aquellos tienpos numero grande de jente y señores de los naturales muy poderoso, como supieron que <i>Ynga Yupangue</i> avia entrado en la montaña de los <i>Andes</i>,creyendo que por alli seria muerto o que bendria desvaratado, conçertaronse todos a una desde <i>Vilcanota</i> para adelante, a una parte, y a otra, con muy gran secreto, de se revelar y no estar debaxo del señorio de los <i>Yngas</i>, diziendo que hera poquedad grande de todos ellos, aviendo sido libres sus padres y no dexandolos en cativerio, sujetarse tantas tierras y tan grandes a un señor solo. Y como todos aborreçiesen el mando que sobre ellos el <i>Ynga</i> tenia, sin les aver el hecho molestia ni mal tratamiento ni hecho tiranias ni demasias, como sus governadores y delegados no lo pudieron entender, juntos en <i>Hatuncollao</i> y en <i>Chuquito</i>, adonde se hallaron <i>Cari</i> y <i>Çapana</i> y <i>Umalla</i> y el señor de <b>Açángaro</b> y otros muchos, hizieron su juramento conforme a su çeguedad de llevar adelante su yntençion y determinaçion;...",155
41004,"Achi Oclo",4,"T40005","La una de sus mugeres fue estéril, que nunca se empreñó; en la otra ovo tres hijos varones y una hija: el mayor fue nonbrado <i>ÇincheRoca Ynga</i> y la hija <b>Achi Oclo</b> ;",22
41005,"Acos",4,"T40006","[Y como se hobiesen holgado los] dias que le pareçio a <i>Ynga Yupangue</i>, / les hablo; como queria que fuesen a los <i>Guancas</i> y a los <i>Yayos</i> e sus vezinos a procurar de los traer en su amistad y serviçio sin guerra, y quando no, que dandosela, se diesen malla de los vençer y forçar que lo hiziesen. Respondieron todos que harian lo que mandava con gran boluntad. Fueron señalados capitanes de cada naçion y sobre todos fue por general <i>Lloque Yupangue</i> y con el, para consejo, <i>Copa Yupangue</i>; y avisandoles de lo que avian de hazer, salieron del <i>Cuzco</i> y caminaron hasta la <i>provinçia</i> de <i>Andaguailas</i>, adonde fueron bien reçibidos por los <i>chancas</i>; y salio con ellos un capitan, llamado <i>Anco Allo</i>, con copia de jente de aquella tierra para servir en la guerra del <i>Ynga</i>. De <i>Andaguaylas</i> fueron a <i>Vilcas</i>, adonde se estavan los aposentos y tenplo del Sol que <i>Ynga Yupangue</i> avia mandado hazer, y hablaron con todo amor a los que entendian en aquellas hobras. De <i>Vilcas</i> fueron por los pueblos de <i>Guamanga</i>, <i>Açangaro</i>, <i>Parcos</i>, <i>Picoy</i>, <b>Acos</b> y otros, los quales ya avian dado la obedençia al <i>Ynga</i> y proveian de bastimentos y de lo que mas tenian en sus pueblos y hazian el camino real que les hera mandado grande y muy ancho.",143
41006,"Açua",4,"T40007","Llegados los enbaxadores de los <i>canas</i>, fueron bien reçibidos por <i>Ynga Viracoche</i> y les respondio que fuesen los prençipales y mas viejos de los canas a <i>Ayavire</i>, adonde se verian,y que como oviese estado algunos dias en el tenplo de <i>Vilcanota</i> se daria prieça a verse con ellos. Y dio a los mensajeros algunas joyas y ropa de lana fina y mando a su jente de guerra que no fuesen osados de entrar en las casas de los <i>canas</i> ni robar nada de lo que tuviesen ni hazelles daño ninguno porque el buen coraçon que tenian no se les turvase y tomasen otro pensamiento.  Los <i>canas</i>, oyda la respuesta, mandaron poner mucho mantenimiento por los caminos y abaxavan de los pueblos a servir al <i>Ynga</i>, que con mucha justiçia entendio en que no fuesen agraviados en cosa alguna: y eran proveydos de ganado y de <b>açua</b>, ques su vino. Y como ovo llegado al vano tenplo, hizieron sacrifiçios conforne a su jentilidad, matando muchos corderos para el sacrefiçio. De alli caninaron para <i>Ayavire</i>, donde los <i>canas</i> estavan con mucho proveymiento de bastimento.",125
41007,"Aji",4,"T40008","Y para selebrar esta fiesta con mayor deboçion y solenidad se dize que ayunavan dies o doze dias austeniondose de comer demasiado y de no dormir con sus mugeres y bever solamente por la mañana, ques quando ellos comen, <i>chicha</i> y despues, en el dia, tan solamente agua; y no comer <b>aji</b> ni traer <i>coca</i> en la boca y otras çeremonias que entre ellos se guardavan en semejantes ayunos. Lo qual pasado, avian traydo al <i>Cuzco</i> mucha suma de corderos y de obejas y de palomas y <i>cuyz</i> y otras aves y animales, los quales matavan para hazer el sacrificio.",90
41008,"Alaya",4,"T40009","Esto hecho, salio de aquel lugar con su jente el rey y no paro hasta el valle de <i>Xauxa</i>, adonde avia alguna controverçia y division sobre los limites y canpos del valle entre los mismos que del hera señor. Como <i>Guaynacapa</i> lo entendio, despues de aver hecho sacrifiçios como en <i>Bilcas</i>, mando juntar los señores <b>Alaya</b> , <i>Cuçichuca</i>, <i>Guacoropora</i> y entre ellos con yquidad repartio los canpos de la manera que oy /dia lo tienen.",187
41009,"Alcabicca",4,"T40010","En que trata como <i>Ayarmango</i> se desindio de los altos de <i>Guanacaure</i> a vivir a otra quebrada donde despues de cierto tiempo de alli se paso a vivir a la ciudad del <i>Cuzco</i> en compañia de <b>Alcabicca</b> dejando en el cerro de <i>Guanacaure</i> a su compañero <i>Ayaroche</i> hecho idolo como por la historia mas largo lo contara",19
41009,"Alcabicca",4,"T40011","...miraban el valle del <i>Cuzco</i> y el pueblo que tenia poblado <b>Alcabicca</b>",19
41009,"Alcabicca",4,"T40012","... y parescioles que era buen sitio aquel do estaba poblado aquel pueblo de <b>Alcabicca</b>...",19
41009,"Alcabicca",4,"T40013","el <b>Alcabicca</b> como le viese...las alabardas de oro que en las manos traian y el demas servicio de oro entendio...que eran hijos del sol y dijoles que poblasen donde mejor les pareciese y el <i>Mango Capac</i> agradecioselo",20
41009,"Alcabicca",4,"T40014","...Mango Capac y su gente...hablaron con <b>Alcabicca</b> diciendole que el sol los enviaba a que poblasen con el alli en aquel pueblo del Cuzco...",20
41009,"Alcabicca",4,"T40015","...<i>Mango Capac</i> y su compañero <i>Ayarauca</i> salieron de sus rancherias llevando consigo sus cuatro mujeres...y caminaron para el pueblo del <i>Cuzco</i> do estaba <b>Alcabicca</b>...",20
41009,"Alcabicca",4,"T40016","...holgabanse y regocijabanse Mango Capac y <b>Alcabicca</b> en buena amistad y contentamiento.",20
41010,"Alcaviquiça",4,"T40017","Hechas las vodas, estava un varrlo çerca de la çibdad donde bivian un linaje de jente a quien llamavan <b>Alcaviquiça</b> , y estos no avian querido tener amistad con los del <i>Cuzco</i> ninguna. Y estando llenos de sospechas unos de otros, dizen que, yendo a tomar agua una muger del <i>Cuzco</i> a çierta fuente que por alli estava, salio un muchacho del otro varrio y le quebro el cantaro y hablo no se que palabras; la qual, dando gritos, bolvio al <i>Cuzco</i>. Y como estos yndios son tan alharaquientos, salieron luego con sus armas contra los otros, que tanvien avian tomado las suyas al ruydo que oyan, para ver en lo que parava el negoçio; y llegando el <i>Ynga</i> çerca con su jente se pusieron en horden de pelear, aviendo tomado por achaque cosa tan liviana como entre la yndia y [el] muchacho avia pasado, para querer sojuzgar los de aquel linaje o que la memoria dellos se perdiese. Y esto por los de <b>Alcaviquiça</b> bien era entendido; y como honbres de valor salieron a la batalla con gran denuedo, que fue la primera que se dio en aquellos tienpos; y pelearon gran rato asi los unos como los otros...",100
41010,"Alcaviquiça",4,"T40018","... porque aviendo sido el caso tan supito no avian podido allegar fabores ni buscar ayudas los de <b>Alcaviquiça</b> , los quales aunque mucho / pelearon, fueron vençidos despues de ser muertos todos los mas, que casi no escaparon çinquenta con la vida. Y luego el rey <i>Mayta Capa</i>, tomando poseçion en los canpos y eredades de los muertos, usando de vençedor, lo repartio todo por los vezinos del <i>Cuzco</i>; y se hizieron grandes fiestas por la vitoria, yendo todos a sacrificar a los oraculos que tenian por sagrados.",101
41011,"Anaconas",4,"T40019","...el despojo que en la guerra hubiesen de ganado ropa e oro e plata e mujeres e otras piezas e anaconas que ansi en la guerra hubiesen e dando la una parte destas gentes a dos capitanes de los suyos que llamaron Malma y Rapa a los cuales mando...que fuesen conquistando por la provincia de Condesuyo...",24
41011,"Anaconas",4,"T40020","Y quando no avia guerra, lo mas de todo lo comian y gastavan los proves, porque estando los reyes en el <i>Cuzco</i>, ellos tenian sus <b>anaconas</b> -que es nonbre de criado perpetuo-, y tantos que bastavan a labrar sus heredades y <i>chacaras</i> y senbrar tanto mantenimiento que bastase, sin lo qual para su plato se traya de las comarcas sienpre, muchos corderos y aves, y pescado, y <i>mayz</i>, <i>coca</i>, rayces con todas las frutas que se cojen. Y tal horden avia en estos tributos que los naturales los pagaban, y los <i>Yncas</i> se hallavan tan poderosos / que no tenian guerra ninguna que se recreciese[n].",52
41011,"Anaconas",4,"T40021","... Las mugeres que sacrificavan yvan vestidas asimismo ricamente con sus ropas finas de colores y de pluma y sus topos de oro y sus cucharas y escudillas y platos, todo de oro, y <i>chuspas</i> de <i>coca</i> de avisca: y asi adereçadas, despues de que an bien vevido, les ahogavan y enterravan creyendo, ellas y los que las matavan, que yvan a servir a su diablo o <i>Guanacaure</i>. Y hazianse grandes va[i]les y cantares quando se hazian semejantes sacrifiçios questos. Y tenia este ydolo, donde estava el oraculo, sus <i>chacaras</i> y <b>anaconas</b> y ganados y <i>mamaconas</i> y çaçerdotes que se aprovechan de lo mas dello.",84
41011,"Anaconas",4,"T40022","Sin estos tenplos se tuvo otro por tan estimado y frequentado como ellos, y mas, que avia por nonbre la <i>Coropona</i>, ques en la <i>provinçia</i> de <i>Condesuyo</i>, en un çerro muy grande, cubierto a la contina de nieve que ynvierno y verano no se quita jamas. Y los reyes del <i>Peru</i> con los mas prençipales del visitavan / este tenplo haziendo presentes y ofrendas como a los ya dichos. Y tienese por muy çierto que de los dones y capacocha que a este tenplo se le hizo, avia mucha suma de cargas de oro y plata y pedreria enterrado en partes que dello no se save y los yndios escondieron otra suma grande questava para serviçio del ydolo y de los çaçerdotes y <i>mamaconas</i>, que tanbien tenia muchos este tenplo y como avia tan grandes nieves no suven a lo alto ni saben atinar adonde estan tan grandes tesoros. Mucho ganado tenia este tenplo y <i>chacaras</i> y serviçio de yndios y <b>anaconas</b>.",85
41011,"Anaconas",4,"T40023","El fue caminando hazia <i>Chile</i> con toda su jente, acavando de domar, par donde pasava, las jentes que avia. Paso gran travajo par los despoblados y fue mucha la nieve que sobre ellos cayo; lleva[va]n toldos con que se guareçer y muchos <b>anaconas</b> e mugeres de serviçio. Por todas estas nieves se yva haziendo el camino o a ya estava hecho y bien linpio y postas puestas par todo el.",183
41011,"Anaconas",4,"T40024","Hizose llamamiento general / en todas las <i>provinçias</i> de su señorio y vinieron de todas partes tanta jente que henchian los canpos. Y despues de aver hecho vanquetes y borracheras generales y puesto en horden las cosas de la çibdad, salio de alli <i>Guaynacapa</i> con ‘yscaypachaguaranga lunas’, que quiere dezir con dozientos mill honbres de guerra, sin los <b>anaconas</b> y mujeres de serviçio, que no tenia quento el numero dello[s]. Llevava consigo dos mill mugeres y dexava en el <i>Cuzco</i> mas de quatro mill.",186
41012,"Anaguar",4,"T40025","...e vestido una de aquellas ropas, salen del <i>Cuzco</i> ques donde se haze esta fiesta y van a çerro de <i>Guanacaure</i>, donde dezimos questavan los hermanos; y hechas algunas çirimonias y sacrefiçio, se buelven a donde está aparejado en vino, donde lo beven. Y luego sale el <i>Ynga</i> a un çerro nombrado <b>Anaguar</b> ...",18
41013,"Anbato",4,"T40026","Capitulo [LXXIII] de como <i>Atabalipa</i> salio del <i>Quito</i> con su jente y capitanes y de como dio vatalla a <i>Atoco</i> en los pueblos de <b>Anbato</b> .",209
41013,"Anbato",4,"T40027","Y quentan que encomendo la guerra a su capitan general <i>Chalaquchima</i> y a otros dos capitanes, llamados el <i>Quizquiz</i> el unos y el otro <i>Ocumare</i>. Y como <i>Atoco</i> no parase con la jente, pudieron encontrarse çerca del pueblo llamado <b>Anbato</b> , adonde a la usança suya començaron la batalla y la riñeron entre ellos bien. Y aviendo tomado un <i>collado</i> <i>Chalaquchima</i> salio a tienpo convenible con çinco mill honbres holgados y dando en los que estavan cançados, los apretaron tanto que, despues de ser muertos los mas dellos, bolvieron los que no lo eran las espaldas con gran espanto, y el alcançe se siguio y fueron muchos los presos / y <i>Atoco</i> entre ellos; el qual, quentan los que desto me ynformaron, que lo ataron a un palo donde con gran crueldad aviltadamente le mataron y que del casco de su cabeça hizo un bazo <i>Chalaquchima</i>, para vever, engastonado en oro. La opinion mayor y que deve des ser mas çierta, a mi juyzio, de los que murieron en esta vatalla de anbas partes fueron quinze o dies y seys mill yndios y los que se prendieron fueron los mas dellos muertos sin piedad ninguna por mandado de <i>Atabalipa</i>.",210
41013,"Anbato",4,"T40028","Pocos dias se tardaron despues que en el pueblo de <b>Anbato</b> el capitan <i>Atoco</i> fue vençido y desbaratado, quando no solamente en el <i>Cuzco</i> se supo la nueva, mas en toda la tierra se entendio y reçibio <i>Guascar</i> grande espanto y temio mas el negoçio que hasta alli; mas sus consejeros le amonestaron que no desanparase al <i>Cuzco</i> sino que enbiase de nuevo jente y capitanes. Y fueron hechos grandes lloros por los muertos y en los tenplos y oraculos hizieron sacrifiçios conforme a lo que ellos usan. Y enbio a llamar <i>Guascar</i> a muchos señores de los naturales del <i>Colla[o]</i>, de los <i>Canches</i>, <i>Canas</i>, <i>Charcas</i>, <i>Carangues</i> y a los de <i>Condesuyo</i> y muchos de los de <i>Chinchasuyo</i>; y como estuviesen juntos, les hablo sobre lo que su hermano hazia y les pidio en todo le quisiesen ser buenos amigos y conpañeros.",211
