"id_palabra","Palabra","id_cronista","id_texto","cita","pagina"
12001,"Atabaliba",12,"T12001","“Después que de aquella tierra vino Isasaga, de quien vuestras mercedes se informarían de lo  hasta allí acaecido, el gobernador fundó en nombre de Su Majestad un pueblo cerca de la costa, que se llama San Miguel, veinticinco leguas de aquel cabo de <i>Túmbez</i>. Dejados allí los vecinos y partidos los indios que había en la comarca del pueblo, se partió con sesenta de caballo y noventa peones, que estaba en él <b>Atabaliba</b> hijo del <i>Cuzco</i> viejo y hermano del que al presente era señor de la tierra: y entre los dos hermanos había muy cruda guerra, y aquel <b>Atabaliba</b> le había venido ganando la guerra hasta allí que hay desde donde partió ciento cincuenta leguas.”",119-120
12001,"Atabaliba",12,"T12002","“Pasadas siete u ocho jornadas, vino al gobernador un <i>capitán</i> de <b>Atabaliba</b>, y díjole que su señor <b>Atabaliba</b> había sabido de su venida y holgaba mucho dello, y tenía deseo de conocer a los cristianos: y así como hubo estado dos días con el gobernador, dijo que quería adelantarse a decir a su señor cómo iba, y que el otro vernía al camino con presente en señal de paz.”",120
12001,"Atabaliba",12,"T12003","“El gobernador fue de camino adelante hasta llegar a un pueblo que se dice la <i>Ramada</i>, que hasta allí era todo tierra llana, y desde allí era sierra muy áspera y de muy malos pasos: y visto que no volvía el mensajero de <b>Atabaliba</b>, quiso informarse de algunos indios que habían venido a <i>Caxamalca</i>; y atormentáronse, y dijeron que habían oído que <b>Atabaliba</b> esperaba al gobernador en la sierra para darle guerra.”",120
12001,"Atabaliba",12,"T12004","“A la mitad del camino vinieron <i>mensajeros</i> de <b>Atabaliba</b>, y trajeron al gobernador comida, y dijeron que <b>Atabaliba</b> le esperaba en <i>Caxamalca</i>, que quería ser su amigo, y que le hacía saber que sus <i>capitanes</i> que había enviado a la del <i>Cuzco</i> su hermano, le traían preso y que serían en <i>Caxamalca</i> dende en dos días, y que toda la tierra de su padre estaba ya por él. El gobernador le envió decir que holgaba mucho de ello, y que si algún <i>señor</i> había que no le quería dar la obediencia, que él le ayudaría a sojuzgarle.”",121
12001,"Atabaliba",12,"T12005","“Desde a dos días llegó el gobernador a vista de <i>Caxamalca</i>, y halló indios con comida: y puesta la gente en orden, caminó al pueblo, y halló que <b>Atabaliba</b> no estaba en él, que estaba una legua de allí en el campo con toda su gente en toldos. Y visto que <b>Atabaliba</b> no venía a verle, envió un <i>capitán</i> con quince de caballo a hablar a <b>Atabaliba</b>, diciendo que no se aposentaba hasta saber donde era su voluntad que se aposentasen los cristianos, y que le rogaba que viniese, porque quería holgarse con él. En esto yo vine a hablar al gobernador, que había ido a mirar la manera del pueblo, para si de noche diesen en nosotros los indios, y díjome como había enviado a hablar a <b>Atabaliba</b>. Yo le dije que me parecía que en sesenta de caballo que tenía había algunas personas que no eran diestros a caballo, y otros caballos mancos, y que sacar quince de caballo de los mejores, que era yerro, porque si <b>Atabaliba</b> algo quisiese hacer, no eran para defenderse, y que acaeciéndoles algún revés, que les harían mucha falta.”",121
12001,"Atabaliba",12,"T12006","“Cuando yo llegué a este paso de <b>Atabaliba</b>, hallé los de caballo junto con el real, y el <i>capitán</i> había ido a hablar con <b>Atabaliba</b>. Yo dejé allí la gente que llevaba, y con dos caballos pasé al aposento; y el <i>capitán</i> le dijo cómo iba y quien era. Y yo dije al <b>Atabaliba</b> que el gobernador me enviaba a visitarle, y que le rogaba que le viniese a ver, porque le estaba esperando para holgarse con él, y que le tenía por amigo.”",121
12001,"Atabaliba",12,"T12007","“Entre los <i>mensajeros</i> que envió, vino aquel <i>capitán</i> que primero había venido al gobernador al camino, y dijo al gobernador que su <i>señor</i> <b>Atabaliba</b> decía pues los cristianos habían ido con armas a su real, que él quería venir con sus armas. El gobernador le dijo que viniese como él quisiese, y <b>Atabaliba</b> partió de su real a mediodía, y en llegar hasta un campo que estaba medio cuarto de legua de <i>Caxamalca</i> tardó hasta que el sol iba muy bajo.”",122
12001,"Atabaliba",12,"T12008","“Aquella noche se hizo buena guarda: a la mañana, envió sus <i>mensajeros</i>, dilatando la venida hasta que era ya tarde; y de aquellos <i>mensajeros</i> que venían hablando con algunas indias tenían los cristianos parientas suyas, y les dijeron que se huyesen, porque <b>Atabaliba</b> venía sobre tarde para dar aquella noche en los cristianos y matarlos.”",122
12001,"Atabaliba",12,"T12009","“El gobernador había mandado repartir la gente en los tres galpones que estaban en la plaza, en triángulo, y que estuviesen a caballo y armados hasta ver qué determinación traía <b>Atabaliba</b>. Asentados sus toldos, envió a decir al gobernador que ya era tarde, que él quería dormir allí, que por la mañana vernía: el gobernador le envió a decir que le rogaba que viniese luego, porque le esperaba a cenar, y que no había de cenar hasta que fuese.”",122
12001,"Atabaliba",12,"T12010","“El gobernador envió un cristiano, y luego <b>Atabaliba</b> se movió para venir, y dejó allí a la gente con las armas, y llevó consigo hasta cinco o seis mil indios sin armas, salvo que debajo de las camisetas traían unas porras pequeñas y hondas y bolsas con piedras. Venía en unas andas, y delante de él hasta trescientos o cuatrocientos indios con camisetas de librea, limpiando las pajas del camino y cantando; y él en medio de la otra gente, que eran <i>caciques</i> y <i>principales</i>, y los más principales <i>caciques</i> le traían en los hombros.”",123
