id_palabra,"Palabra","id_cronista","id_texto","cita","pagina"
140001,"Acamaqui",14,"T14001","Como Viracocha hubiese nombrado por sus capitanes Apu Mayta y Vicaquírau y hecho reseña de su gente, mandólos que saliesen a conquistar fuera del sitio del Cuzco. Y así fueron al pueblo de Pacaycacha en el valle del Pisac, tres leguas y media del Cuzco. Y porque luego no le vinieron a obedecer, asoló el pueblo, matando a los moradores y a su sinchi, llamado Acamaqui.",82
140002,"Achachi",14,"T14002","Y llevó consigo [Tupac Inca Yupanqui] por capitanes a Huaman Achachi, Cunti Yupanqui, Quihual Tupac (estos eran Hanan-cuzcos) y a Yancan Mayta, Quisu Mayta, Cachimapaca Macus Yupanqui, Llimpita Usca Mayta (Hurin-cuscos); y llevó por general de toda la armada a su hermano Tilca Yupanqui y dejó con los que quedaron en tierra Apu Yupanqui.",123-124
140002,"Achachi",14,"T14003","De lo cual se indignó Tupac Inca Yupanqui e hizo un poderoso ejército, el cual dividió en tres partes. La una tomó él y con ella entró en los Andes por Ahuatuna, y la otra dio a un capitán llamado Uturuncu Achachi, el cual entró en los Andes por un pueblo o valle que dicen Amaru y la tercera parte dio al Chalco Yupanqui, otro capitán, que entró por un pueblo llamado Pilcopata. Todas estas entradas eran cerca las unas de las otras, y así empezaron a entrar y se juntaron tres leguas la montaña dentro, en un asiento llamado Opatari, desde donde comenzaban entonces las poblaciones de los Andes. Los habitadores de estas comarcas eran ya Andes llamados Opataries, que fueron los primeros que conquistaron. Llevaba Chalco Yupanqui la imagen del Sol.",129
140002,"Achachi",14,"T14004","Entró, pues, Tupac Inca y los capitanes dichos en los Andes, que son más terribles y espantables montañas de muchos ríos, adonde padeció grandísimos trabajos y la gente que llevaban del Perú, con la mudanza del temple de tierra, porque el Perú es tierra fría y seca y las montañas de los Andes son calientes y húmedas. Enfermó la gente de guerra de Tupac Inca y murió mucha. Y el mismo Tupac Inca, con el tercio de la gente que él tomó, para con ella conquistar, anduvieron mucho tiempo perdidos en las montañas, sin acertar a salir a un cabo ni a otro, hasta que Uturuncu Achachi encontró con él y encaminó.",129
140002,"Achachi",14,"T14005","Y estando en esta conquista, un indio del Collao, llamado Coaquiri, huyó de su compañía y se vino al Collao y echó nueva que Tupac Inca Yupanqui era muerto y diciendo a todos que se alzasen, que ya no había inca, que el sería su capitán.  Y luego se nombró Pachacuti Inca y se alzaron los Collas y lo tomaron por su capitán. Esta nueva fue a Tupac Inca a los Andes, donde andaba conquistando, y determinó salir a allanar los Collas y castigarlos. Y así salió Tupac Inca y quedóse en los Andes Uturuncu Achachi acabando de conquistar los Andes, y déjole mandando que, acabada la conquista, se saliese al Perú, y no entrase triunfando en el Cuzco hasta que él viniese.",130
140002,"Achachi",14,"T14006","Tupac Inca Yupanqui, después que salió de los Andes, engrosó su ejército y nombró por capitanes a Larico, hijo de Capac Yupanqui, su primo, y a Achachi, su hermano, y a Cunti Yupanqui y a Quíhual Tupac. Con este ejército marchó Tupac Inca la vuelta del Collao. Y los Collas se habían hecho fuertes con cuatro, conviene saber, en Llallahua, Asillo, Arapa, Pucara. Y prendió a los caudillos de todos que eran Chuca-chucay, Pachacuti, Coaquirí, que es el que dijimos que se había huido de los Andes, los cuales después fueron tambores del Inca Tupac. En fin, con la grande diligencia de Tupac Inca, aunque se gastaron algunos años en esta guerra Tupac Inca los venció y sujetó a todos, haciendo en ellos grandes crueldades.",131
140002,"Achachi",14,"T14007","Y juntos estos depojos con los Uturuncu Achachi, que ya había venido de los Andes, adonde había andado tres años, y estaba en Paucar-tambo aguardando a su hermano, entró en el Cuzco con muy grande triunfo. Y se hicieron grandes fiestas por las victorias habidas, y dio muchos dones y mercedes a todos los soldados que con él habían ido a la guerra. Y como las provincias de los Chumpivilcas viesen la pujanza y grandeza de Tupac Inca Yupanqui, viniéronle a dar servicio con los de Cunti-suyu. Y tras eso fue a los Chachapoyas y allanó lo que allí había sospechoso, y de camino visitó muchas provincias.",131
140002,"Achachi",14,"T14008","Como la visita que acometió su hermano Tupac Capac no fue a su gusto y la revocó, nombró a otro su hermano llamado Apu Achachi por general visitador. Y le mandó no metiese en la visita que hiciese a los yanayacos, porque no merecían entrar en el número de los demás por lo que habían hecho. Y así fue Apu Achachi e hizo su visita general y redujo muchos de los indios a pueblos y casas; porque antes vivían en cuevas y cerros y a las riberas de los ríos, cada uno por sí [...] Y los redujo a provincias, dándoles sus curacas por el orden que arriba es dicho. Mas no hacía curaca al hijo del muerto, sino al que tenía más entendimiento y habilidad para mandar y gobernar a la voluntad del inca. ",134
140003,"Acllari",14,"T14009","Maras Ayllu, éstos son los que dicen que salieron de la ventana Maras-tocco; hay de estos algunos en el Cuzco, mas los principales son Don Alonso Llama Oca y Don Gonzalo Ampura Llama Oca. Cuycusa Ayllu; hay de estos algunos en el Cuzco y la caneza es Cristóbal Acllari. Masca Ayllu; hay de este linaje en el Cuzco Juan Quispi; Oro Ayllu; hay de este linaje hoy Don Pedro Yucay.",53
140004,"acllas",14,"T14010","Este Tupac Inca ordenó el encerramiento de unas mujeres a manera de nuestras monjas encerradas, doncellas de doce años arriba, a las cuales llaman acllas, y de aquí las sacaban para casar por mano del tucuyrico apu o por mandado del inca, el cual, cuando algún capitán iba a conquistar o venía con victoria, repartía de aquellas a los capitanes y soldados y a otros criados que le servían o en algo agradaban, en don y merced, que era estimado en mucho. Y como iban sacando unas, iban metiendo otras, porque siempre hubiese qué dar conforme al intento del Inca Tupac [...] E hizo este inca muchas ordenanzas a su modo de tiranía, las cuales se pondrán en volumen particular.",135
