id_palabra,"Palabra","id_cronista","id_texto","cita","pagina"
100001,"Acahuara",10,"T10001","Y así venían proseguiendo el dicho sacrificio, y en un llano que está junto a Rurucache hacían el mismo sacrificio; y en otro cerro llamado Sunto, junto a Sihuana, en Cacha, en otro cerro llamado Cacha Uiracocha hacían lo mismo; y en otro cerro llamado Yacalla Huaca y en otro llamado Ruraoma, en Quiquijana, en el llano della; y en Mollebanba hacían lo mismo; y en Urcos, en un cerro llamado Urcos Uiracocha, hacían lo mismo; y en Antahuayla en un llano que allí estava, quemavan otro; y junto Antahuayla, en otro llamado Pati hacían lo propio; y en otro llamado Acahuara hacían lo mismo y en Quispicancha, en un cerro que está allí hazían lo mismo...",69
100002,"Achicoc",10,"T10002","Avía otros llamados achicoc que son los surtiligos que con maíz y estiércol de carneros hechavan suertes; si quedauan pares o nones davan sus respuestas diciendo asimismo lo que querían saber dél el que los llamava.",63
100003,"Acoyapongo",10,"T10003","Y salían todos quatro esquadrones, cada uno para el lugar que estaba dedicado, saliendo los que estaban para Collasuyo con gran ynpetu hasta la angostura de acoyapongo, que será dos leguas del Cuzco pequeñas e yban dando boces diciendo: Salga el mal fuera.",74
100004,"Aepiran",10,"T10004","…y al entrar del Sol llevavan otro al cerro llamado Aepiran, porque sobre él se pone el Sol, el qual sacrificavan por la misma horden; y sacrificavan demás desto y ofrecían a las dichas huacas unos cesticos de coca llamados paucarunco y unos que llamavan paucarquinto a manera de coca, y un poco de maíz tostado y conchas de la mar que llaman mullo, colorado y amarillo, hechas a manera de maíz.",68
100005,"Agi",10,"T10005","Este día, comían sal y las demás comidas, porque quando se armavan cavalleros siempre ayunavan y no comían sal ni agí",111
100006,"Aguaque",10,"T10006","y vio que venían dos aves que llaman aguaque, por otro nombre llaman torito, y en nuestra lengua las llamamos guacamayos.",56
100007,"Aillos",10,"T10007","Y a esta ora salía toda la jente del Cuzco por sus aillos y parcialidades, los quales venían lo más ricamente adereçados que podían, y llegados mochavan al Açedor y al Sol y al Ynca señor, y luego se asentavan en sus asientos cada uno conforme a la calidad que tenían, divididos: los Hanancuzcos a su parte y los Hurincuzcos a la suya.",78
100007,"Aillos",10,"T10008","Venían por sus parcialidades y aillos toda la jente hasta allegar al Cuzco, trayendo los que se avían armado cavalleros, las guaracas en la caveça y los manojos de paja en las manos; y así allegados a la plaza hacían adoración a las guacas ya dichas.",102
100008,"Aji",10,"T10009","vivirían en prosperidad y gracia y salud y que para bolver a ellos ayunasen algunos días, no comiendo sal ni ají ni durmiendo hombre con muger, ni comiendo maíz de colores",130
100009,"Ajies",10,"T10010","Y así para este día tenían aparejado todos los géneros y maneras de comidas que ellos usavan, todas las maneras de ajíes, gran cantidad de cestos de coca, todas las maneras de ropas de colores que ellos uestían, y calçados de que usavan, llautos y plumas que se ponían en la caveça",115
100010,"Alauiçitua Taqui",10,"T10011","Y este día entendían en sólo comer y bever y holgarse y hacían el taqui llamado Alauiçitua Taqui con unas camisitas coloradas hasta los pies y unas diademas en las caveças llamadas pilco casa y tañían con unos canutos de caña, chicos y grandes, haciendo con ellos una música llamada ticatica.",78
100011,"Allonsaytambo",10,"T10012","y alumbrando los que lo yban siguiendo y llegados a la puente del dicho Allonsaytambo [Ollantaytambo], que es un río grande que baxa la mar del norte, al llegar de los dichos sacrificios hechavan de la puente dos cestos de coca llamados pilco longo, paucarongo y así dejavan yr solos a los dichos sacrificios.",116
100012,"Anaguarque",10,"T10013","Y luego se ponían por su horden, delante de la dicha guaca de Anaguarque, todos en hilera, parejo los dichos mancevos cavalleros",105
100012,"Anaguarque",10,"T10014","y así yban caminando hasta llegar al cerro llamado Anaguarque, que será dos leguas del Cuzco, a dar a la guaca que en lo alto del cerro estava, llamada del dicho nombre. Hera guaca de los yndios del pueblo de Choco y Cachona.",104
100013,"Anan Cuzco",10,"T10015","y como yban entrando por su horden, yban haciendo la mucha al Hacedor y Sol y demás guacas y al Ynca; sentadas las parcialidades de Anan Cuzco y la de Hurin Cuzco, cada una a su parte",106
100013,"Anan Cuzco",10,"T10016","Concluydo lo qual, se asentavan todos por sus parcialidades, los de Anan Cuzco y Hurin Cuzco tenían ya aparejados unos leones desollados",108
100013,"Anan Cuzco",10,"T10017","Llamavan estas camisetas puca caycho anco; llamavan a este taqui coyo; ynventólo Pachacuti Ynca Yupanqui, y hacíase con tanbores, dos de Anan Cuzco y dos de Hurin Cuzco.",108
100013,"Anan Cuzco",10,"T10018","Llamavan al mes de diciembre Camayquilla, en el qual, el primer día de la luna, los que se avían armado cavalleros, así de la parcialidad de Anan Cuzco como de Hurin Cuzco, salían a la plaza con unas hondas en las manos, llamadas huaracas, y los de Anan Cuzco contra los de Hurin Cuzco se tiravan hondaces con una que llaman coco, que se da en unos cordones, y benían algunas vezes a los braços a provar las fuerças, hasta que el Ynga que estava ya en la plaza se levantava y los ponían en paz. Llamauan a esto chocanaco; hacían esto para que fuesen conocidos los de más fuerças y más baliente",111
100013,"Anan Cuzco",10,"T10019","Sacavan a la plaza para hacer esta fiesta todas las guacas ya dichas y los cuerpos de los yngas señores y señoras difuntos, para veve r  con ellos, poniendo los que avían sido señores de la parcialidad de Anan Cuzco en ella y a los de Hurin Cuzco en la suya, y así trayan de comer y bever a los muertos",111
100014,"Anancuzco",10,"T10020","Los sacerdotes dellos venían unos con otros y los cuerpos enbalsamados los de Anancuzco con los de Hurincuzco y así consumían y gastavan aquel día en los susodicho.",79
100014,"Anancuzco",10,"T10021","Y así se yban poniendo por sus lugares que ya dedicados tenían, porque para darles más lugar, los yndios de Anancuzco y Hurincuzco se hacían entrambas parcialidades una, y así dejavan desembaraçada la plaza.",94
100015,"Ancasmarca",10,"T10022","En la provincia de yndios de Ancasmarca, que es cinco leguas del Cuzco, en la provincia de Antisuyo…",57
100015,"Ancasmarca",10,"T10023","y acordó con ellos que recoxiesen comida y ganado lo más que pudiesen, y suviéronse en un cerro muy alto llamado Ancasmarca; y dicen como las aguas yban creciendo y cubriendo la tierra, yba ceciendo el cerro de tal manera que jamás le sobrepujaron y que después como se yban recojiendo las aguas, se yba bajando el cerro, y así destos seis hijos de aquel pastor que allí escaparon, se bolvió a poblar la provincia de los Cuyos",57
100016,"Anga Sonco Quila Pionco",10,"T10024","A los dies y ocho días del dicho mes, salían a la plaza vestidos con unas vestiduras muy galanas llamadas Anga Sonco Quila Pionco, y unas mantas pequeñas, y en las caveças unas plumas llamadas cupaticas, quez son de colas de guacamayas y pilo llamado gualanbabi; que hera hecho de plumas.",113-114
100017,"Angallo",10,"T10025","hacía traer ante sí todas las doncellas y las hacía dar a cada una dellas un vestido que hera el axo colorado y blanco, llamado angallo y la lliclla de lo mismo",103
100018,"Angalloaxo",10,"T10026","y el otro día le davan un poco de maíz crudo, diciendo que no se muriese de hambre, y estávase queda en un lugar dentro de su casa; al quarto día se lavava y se ponía una ropa llamada angalloaxo, y unas ojotas de lana blanca",120
100019,"Ansa",10,"T10027","La jente del Cuzco llevavan los sacrificios ya dichos hasta Sacalpina, que será una legua del Cuzco y ado los recevían los yndios de Ansa.",122
100020,"Antahuayla",10,"T10028","Y así venían proseguiendo el dicho sacrificio, y en un llano que está junto a Rurucache hacían el mismo sacrificio; y en otro cerro llamado Sunto, junto a Sihuana, en Cacha, en otro cerro llamado Cacha Uiracocha hacían lo mismo; y en otro cerro llamado Yacalla Huaca y en otro llamado Ruraoma, en Quiquijana, en el llano della; y en Mollebanba hacían lo mismo; y en Urcos, en un cerro llamado Urcos Uiracocha, hacían lo mismo; y en Antahuayla en un llano que allí estava, quemavan otro; y junto Antahuayla, en otro llamado Pati hacían lo propio; y en otro llamado Acahuarahacían lo mismo y en Quispicancha, en un cerro que está allí hazían lo mismo...",69
100021,"Antahuaylla",10,"T10029","Llevavan estas boces las jentes de Hurin Cuzco y allí las entregauan a los metimas de Huaypar ya que ellos las entregavan a los metimas de Antahuaylla, y los mitimas de Antahuaylla las entregauan a los metimas de Huaraypacha, y ellos las llevaban hasta el río de Quiquisana y allí se hañauan ellos y las armas que llevavan.",74
100022,"Antisuyo",10,"T10030","En la provincia de yndios de Ancasmarca, que es cinco leguas del Cuzco, en la provincia de Antisuyo…",57
100022,"Antisuyo",10,"T10031","Y en la plaza en medio della, ado estava el usno de oro, que hera a manera de pila, adonde hechavan el sacrificio de la chicha, quando vevían hallavan que estavan a punto de guerra quatrocientos yndios alrededor de la dicha pila, bueltos los ciento el rostro a Collasuyo que está al nacimiento del Sol y otros cientos bueltos los rostros al poniente, que es el camino de Chinchaysuyo y otros ciento el rostro al cententrión, que es el camino de Antisuyo y ciento los rostros al mediodía, y tenían todos los generos de armas y que ellos usavan.",74
100022,"Antisuyo",10,"T10032","Los que llevavan las boces a la parte del Antisuyo heran de las generaciones siguientes: Cuscupanaca ayllo, Aucaylli ayllo, Tarpuntai aillu, Sano aillu; y éstos las llevavan a Chita, que es legua y media del Cuzco, y las entregavan a los metimas de Pisa, que son los de la Coya y Paulo y éstos las allegavan al río de Pisa y allí las hechavan y se bañaban y bañaban sus armas.",75
100022,"Antisuyo",10,"T10033","Y otro día siguiente, por la misma horden, salían a la misma plaza y puestos por su horden las huacas y el Unca y demás jente, trayan a la plaza grandésima cantidad de ganado de todo género de todas las quatro partidas llamadas Collasuyo y Chinchaysuyo y Antisuyo y Contisuyo.",79
100022,"Antisuyo",10,"T10034","La Capacocha yventó también Pachacuti Ynga Yupanqui, la qual hera desta manera: las provincias de Collasuyo y Chinchausuyo y Antisuyo y Contisuyo trayan a esta ciudad, de cada puelo y generación de jentes, uno o dos niños y niñas pequeños, y de hedad de diez años; y trayan ropa y ganado y ovejas de oro y de plata de mollo.",120-121
100022,"Antisuyo",10,"T10035","Y davan dos bueltas, y después de acavado, el Ynga llamava a los sacerdotes de las provincias y hacía partir los dichos sacrificios en quatro partes para los quatro Suyos: Collasuyo, Chinchaysuyo, Antisuyo, Contisuyo que son las quatro partidas en questá dividida esta tierra",121-122
100023,"Apinpunchao",10,"T10036","Trayan asimismo a las plaça a esta ora ymagen del Sol llamada Apinpunchao, que hera la prinçipal que ellos tenían en su templo, acompañada con todos los sacerdotes del Sol juntamente con las dos ymájines de oro, sus mujeres llamadas Yncaocllo y Palpaocllo.",77
100024,"Apurima",10,"T10037","Los que salían hacia el poniente que es a Chinchaysuyo, salían dando las mesmas boces y éstos heran de la generación Capacayllu y Atunaillu y Uicaquicao y Chaueticuzco ayllu y Arayraca Ayllu y otros de Uro. Y éstos llevavan las boces hasta Satpina, que será del Cuzco poco más de una legua; y éstos las entregavan a los metimas de Jaquejahuana y ellos las entregavan a los metimas de Tilca, que es encima de Marcahuaçi, casi diez leguas del Cuzco; y éstos las llevavan al río de Apurima y allí los hechavan, bañándose y lavando las lanas y armas.",75
100025,"Apuscay",10,"T10038","Demás  de las cirimonias que en estos meses hacían, haçían otras como dijimos, llamadas apuscay, rotuchico, ticochico, que aunque en ellas no para que se estiendan las costumbres que estas jentes tenían.",119
100026,"Araui",10,"T10039","y luego, por su horden, trayan el maíz de las chácaras del Hacedor, Sol, Luna y Trueno e Ynga y Guanacauri, y de todos los señores muertos. Trayanlo en unos costales pequeños con un cantar llamado araui, con unos vestidos galanos y andavan a traer el dicho maiz toda la demás jente del Cuzco, ecepto el primer día, que lo trayan los moços armados cavalleros.",118
100027,"Arayraca Ayllu",10,"T10040","Los que salían hacia el poniente que es a Chinchaysuyo, salían dando las mesmas boces y éstos heran de la generación Capacayllu y Atunaillu y Uicaquicao y Chaueticuzco ayllu y Arayraca Ayllu y otros de Uro. Y éstos llevavan las boces hasta Satpina, que será del Cuzco poco más de una legua; y éstos las entregavan a los metimas de Jaquejahuana y ellos las entregavan a los metimas de Tilca, que es encima de Marcahuaçi, casi diez leguas del Cuzco; y éstos las llevavan al río de Apurima y allí los hechavan, bañándose y lavando las lanas y armas.",75
100028,"Ariquipa",10,"T10041","pero en todas las demás provincias e ciudades de Chuqicaca, La Paz, Cuzco, Guamanga y aun Lima y Ariquipa, los más dellos avían caydo en grandísimas apostactas apartándose de la fe católica que avían recevido y bolviéndose a la ydolatría que usavan en tiempo de su ynfidelidad.",129
100029,"Atunaillu",10,"T10042","Los que salían hacia el poniente que es a Chinchaysuyo, salían dando las mesmas boces y éstos heran de la generación Capacayllu y Atunaillu y Uicaquicao y Chaueticuzco ayllu y Arayraca Ayllu y otros de Uro. Y éstos llevavan las boces hasta Satpina, que será del Cuzco poco más de una legua; y éstos las entregavan a los metimas de Jaquejahuana y ellos las entregavan a los metimas de Tilca, que es encima de Marcahuaçi, casi diez leguas del Cuzco; y éstos las llevavan al río de Apurima y allí los hechavan, bañándose y lavando las lanas y armas.",75
100030,"Atunpucuy",10,"T10043","Al mes de henero llamavan Atunpucuy. No tenían fiesta particular ninguna en él; solo entendían en sus labores.",117
100031,"Aucaylli Ayllo",10,"T10044","Los que llevavan las boces a la parte del Antisuyo heran de las generaciones siguientes: Cuscupanaca ayllo, Aucaylli ayllo, Tarpuntai aillu, Sano aillu; y éstos las llevavan a Chita, que es legua y media del Cuzco, y las entregavan a los metimas de Pisa, que son los de la Coya y Paulo y éstos las allegavan al río de Pisa y allí las hechavan y se bañaban y bañaban sus armas.",75
100032,"Aucaypacta",10,"T10045","Y esto hacían vestidos unas camisitas coloradas hasta los pies, sin mantas; solían a beber y bailar a Aucaypacta, adonde llaman agora los Españoles Limapampa, que es avajo de Sancto Domingo",72
100033,"Aucaypata",10,"T10046","Estava el Ynca allí en Mantucalla hata que se acavaba el mes y acavado el dicho tiempo, se venía el Ynca a la plaza que está delante de la yglesia del Cuzco llamada Aucaypata adonde el suelo por donde él avía de venir el Ynca estava sembrado de plumería de todas colores de aves",70-71
100033,"Aucaypata",10,"T10047","y después de estar todo junto, se asentava en la plaza de Aucaypata el Ynga, que es la plaza grande del Cuzco",121
